shapeid,xp,yp,Traffic,Train,Industrial
17345.0,1758,723,65,0,0
17345.0,1758,723,65,0,0
17345.0,1758,723,65,0,0
17345.0,1758,723,65,0,0
17345.0,1758,723,65,0,0
17345.0,1758,723,65,0,0
17345.0,1758,723,65,0,0
17345.0,1758,723,65,0,0
17345.0,1758,723,65,0,0
17345.0,1758,723,65,0,0
17345.0,1758,723,65,0,0
17345.0,1758,724,65,0,0
17345.0,1758,724,65,0,0
17345.0,1758,724,65,0,0
17345.0,1758,724,65,0,0
17345.0,1758,724,65,0,0
17345.0,1758,724,65,0,0
17345.0,1758,724,65,0,0
17345.0,1758,724,65,0,0
17345.0,1758,724,65,0,0
17345.0,1758,724,65,0,0
17345.0,1759,724,65,0,0
17345.0,1759,724,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,725,65,0,0
17345.0,1759,726,65,0,0
17345.0,1759,726,65,0,0
17345.0,1759,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1760,726,65,0,0
17345.0,1761,726,65,0,0
17345.0,1761,726,65,0,0
17345.0,1761,726,65,0,0
17345.0,1761,727,65,0,0
17345.0,1766,729,65,0,0
17345.0,1791,742,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,744,65,0,0
17345.0,1795,745,65,0,0
17345.0,1795,745,65,0,0
17345.0,1795,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,745,65,0,0
17345.0,1796,746,65,0,0
17345.0,1796,746,65,0,0
17345.0,1796,746,65,0,0
17345.0,1796,746,65,0,0
17345.0,1796,746,65,0,0
17345.0,1796,746,65,0,0
17345.0,1796,747,65,0,0
17345.0,1797,747,65,0,0
17345.0,1797,747,65,0,0
17345.0,1797,747,65,0,0
17345.0,1797,747,65,0,0
17345.0,1797,747,65,0,0
17345.0,1797,748,65,0,0
17345.0,1797,748,65,0,0
17345.0,1797,748,65,0,0
17345.0,1797,748,65,0,0
17345.0,1798,748,65,0,0
17345.0,1798,748,65,0,0
17345.0,1798,749,65,0,0
17345.0,1798,749,65,0,0
17345.0,1798,749,65,0,0
17345.0,1798,749,65,0,0
17345.0,1798,749,65,0,0
17345.0,1798,749,65,0,0
17345.0,1799,749,65,0,0
17345.0,1799,750,65,0,0
17345.0,1799,750,65,0,0
17345.0,1799,750,65,0,0
17345.0,1799,750,65,0,0
17345.0,1799,750,65,0,0
17345.0,1799,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,750,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,751,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1800,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17345.0,1799,752,65,0,0
17346.0,1637,600,68,0,0
17346.0,1636,599,68,0,0
17346.0,1635,599,68,0,0
17346.0,1635,599,68,0,0
17346.0,1630,599,68,0,0
17346.0,1626,600,68,0,0
17347.0,1626,600,64,0,0
17347.0,1625,587,64,0,0
17347.0,1625,586,64,0,0
17348.0,1736,704,56,0,0
17348.0,1741,707,56,0,0
17349.0,1736,704,61,0,0
17349.0,1741,696,61,0,0
17350.0,1693,661,59,0,0
17350.0,1692,660,59,0,0
17350.0,1690,659,59,0,0
17350.0,1688,659,59,0,0
17350.0,1687,659,59,0,0
17351.0,1687,659,57,0,0
17351.0,1691,650,57,0,0
17351.0,1692,648,57,0,0
17352.0,1687,659,53,0,0
17352.0,1686,658,53,0,0
17352.0,1686,658,53,0,0
17352.0,1686,657,53,0,0
17352.0,1686,655,53,0,0
17352.0,1686,654,53,0,0
17352.0,1686,651,53,0,0
17353.0,1731,701,56,0,0
17353.0,1736,704,56,0,0
17354.0,1731,701,56,0,0
17354.0,1737,693,56,0,0
17355.0,1802,761,64,0,0
17355.0,1801,760,64,0,0
17355.0,1800,760,64,0,0
17355.0,1788,754,64,0,0
17355.0,1787,754,64,0,0
17356.0,1707,678,63,0,0
17356.0,1709,675,63,0,0
17357.0,1754,723,63,0,0
17357.0,1754,723,63,0,0
17357.0,1754,722,63,0,0
17357.0,1754,722,63,0,0
17357.0,1754,722,63,0,0
17357.0,1753,721,63,0,0
17357.0,1753,721,63,0,0
17357.0,1753,720,63,0,0
17357.0,1753,720,63,0,0
17357.0,1753,720,63,0,0
17357.0,1753,719,63,0,0
17357.0,1753,719,63,0,0
17357.0,1753,719,63,0,0
17357.0,1753,718,63,0,0
17357.0,1753,718,63,0,0
17358.0,1599,576,66,0,0
17358.0,1600,576,66,0,0
17358.0,1619,575,66,0,0
17359.0,1599,576,64,0,0
17359.0,1599,575,64,0,0
17359.0,1598,571,64,0,0
17359.0,1598,570,64,0,0
17360.0,1720,680,59,0,0
17360.0,1719,681,59,0,0
17360.0,1716,682,59,0,0
17360.0,1713,684,59,0,0
17361.0,1727,698,56,0,0
17361.0,1731,701,56,0,0
17362.0,1727,698,56,0,0
17362.0,1729,696,56,0,0
17362.0,1736,685,56,0,0
17363.0,1824,782,64,0,0
17363.0,1815,782,64,0,0
17364.0,1815,777,64,0,0
17364.0,1815,782,64,0,0
17365.0,1585,564,63,0,0
17365.0,1586,564,63,0,0
17365.0,1597,563,63,0,0
17365.0,1598,563,63,0,0
17366.0,1584,557,64,0,0
17366.0,1585,563,64,0,0
17366.0,1585,564,64,0,0
17367.0,1693,661,69,0,0
17367.0,1692,662,69,0,0
17367.0,1691,666,69,0,0
17367.0,1691,666,69,0,0
17368.0,1744,718,55,0,0
17368.0,1753,718,55,0,0
17369.0,1744,718,56,0,0
17369.0,1746,709,56,0,0
17370.0,1741,707,56,0,0
17370.0,1742,710,56,0,0
17370.0,1744,714,56,0,0
17370.0,1744,715,56,0,0
17370.0,1744,718,56,0,0
17371.0,1682,657,58,0,0
17371.0,1681,657,58,0,0
17371.0,1679,656,58,0,0
17371.0,1678,655,58,0,0
17372.0,1678,655,58,0,0
17372.0,1678,655,58,0,0
17372.0,1678,655,58,0,0
17372.0,1678,655,58,0,0
17372.0,1678,655,58,0,0
17372.0,1678,655,58,0,0
17372.0,1678,655,58,0,0
17372.0,1678,655,58,0,0
17372.0,1678,654,58,0,0
17372.0,1678,654,58,0,0
17372.0,1678,654,58,0,0
17372.0,1678,654,58,0,0
17372.0,1678,654,58,0,0
17372.0,1678,654,58,0,0
17372.0,1678,654,58,0,0
17372.0,1678,653,58,0,0
17372.0,1678,653,58,0,0
17372.0,1678,653,58,0,0
17372.0,1677,653,58,0,0
17372.0,1677,653,58,0,0
17372.0,1677,653,58,0,0
17372.0,1677,653,58,0,0
17372.0,1677,653,58,0,0
17372.0,1677,653,58,0,0
17373.0,1698,675,53,0,0
17373.0,1707,678,53,0,0
17374.0,1698,675,67,0,0
17374.0,1698,675,67,0,0
17374.0,1701,671,67,0,0
17374.0,1701,670,67,0,0
17375.0,1712,688,0,0,0
17375.0,1712,688,0,0,0
17376.0,1815,777,64,0,0
17376.0,1804,776,64,0,0
17377.0,1804,776,65,0,0
17377.0,1810,766,65,0,0
17377.0,1810,765,65,0,0
17378.0,1760,734,64,0,0
17378.0,1761,735,64,0,0
17378.0,1791,750,64,0,0
17378.0,1791,750,64,0,0
17378.0,1791,750,64,0,0
17379.0,1759,730,68,0,0
17379.0,1759,730,68,0,0
17379.0,1759,731,68,0,0
17379.0,1759,731,68,0,0
17379.0,1759,732,68,0,0
17379.0,1760,734,68,0,0
17380.0,1678,655,58,0,0
17380.0,1676,655,58,0,0
17381.0,1676,655,57,0,0
17381.0,1677,653,57,0,0
17382.0,1677,656,58,0,0
17382.0,1677,656,58,0,0
17382.0,1677,656,58,0,0
17382.0,1678,656,58,0,0
17382.0,1678,656,58,0,0
17382.0,1678,656,58,0,0
17382.0,1678,656,58,0,0
17382.0,1678,656,58,0,0
17382.0,1678,656,58,0,0
17382.0,1678,655,58,0,0
17383.0,1713,684,61,0,0
17383.0,1710,684,61,0,0
17383.0,1709,683,61,0,0
17383.0,1706,682,61,0,0
17383.0,1704,682,61,0,0
17384.0,1704,682,63,0,0
17384.0,1705,681,63,0,0
17384.0,1707,678,63,0,0
17385.0,1759,734,66,0,0
17385.0,1760,734,66,0,0
17386.0,1759,734,63,0,0
17386.0,1756,728,63,0,0
17386.0,1756,728,63,0,0
17386.0,1755,728,63,0,0
17386.0,1755,727,63,0,0
17386.0,1755,727,63,0,0
17386.0,1755,727,63,0,0
17386.0,1755,726,63,0,0
17386.0,1755,726,63,0,0
17386.0,1755,726,63,0,0
17386.0,1755,725,63,0,0
17386.0,1754,725,63,0,0
17386.0,1754,725,63,0,0
17386.0,1754,725,63,0,0
17386.0,1754,724,63,0,0
17386.0,1754,724,63,0,0
17386.0,1754,723,63,0,0
17386.0,1754,723,63,0,0
17386.0,1754,723,63,0,0
17387.0,1815,782,64,0,0
17387.0,1814,786,64,0,0
17388.0,1676,655,58,0,0
17388.0,1674,654,58,0,0
17389.0,1677,653,58,0,0
17389.0,1677,653,58,0,0
17389.0,1677,653,58,0,0
17389.0,1676,652,58,0,0
17389.0,1676,652,58,0,0
17389.0,1676,652,58,0,0
17389.0,1676,652,58,0,0
17389.0,1676,652,58,0,0
17389.0,1676,652,58,0,0
17389.0,1676,652,58,0,0
17389.0,1675,652,58,0,0
17389.0,1675,652,58,0,0
17389.0,1675,652,58,0,0
17389.0,1675,652,58,0,0
17389.0,1675,652,58,0,0
17389.0,1675,653,58,0,0
17389.0,1675,653,58,0,0
17389.0,1675,653,58,0,0
17389.0,1675,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,653,58,0,0
17389.0,1674,654,58,0,0
17389.0,1674,654,58,0,0
17389.0,1674,654,58,0,0
17389.0,1674,654,58,0,0
17390.0,1586,571,64,0,0
17390.0,1587,571,64,0,0
17390.0,1597,570,64,0,0
17390.0,1598,570,64,0,0
17391.0,1585,564,64,0,0
17391.0,1585,565,64,0,0
17391.0,1586,570,64,0,0
17391.0,1586,571,64,0,0
17392.0,1584,557,59,0,0
17392.0,1583,557,59,0,0
17392.0,1573,558,59,0,0
17392.0,1572,558,59,0,0
17393.0,1626,600,68,0,0
17393.0,1621,601,68,0,0
17393.0,1618,602,68,0,0
17394.0,1812,762,79,0,0
17394.0,1811,761,79,0,0
17394.0,1810,761,79,0,0
17394.0,1810,761,79,0,0
17394.0,1809,760,79,0,0
17394.0,1808,760,79,0,0
17394.0,1805,759,79,0,0
17394.0,1803,758,79,0,0
17394.0,1802,758,79,0,0
17394.0,1801,757,79,0,0
17394.0,1801,757,79,0,0
17394.0,1800,757,79,0,0
17394.0,1799,756,79,0,0
17394.0,1799,756,79,0,0
17394.0,1798,756,79,0,0
17394.0,1797,756,79,0,0
17394.0,1797,755,79,0,0
17394.0,1796,755,79,0,0
17394.0,1795,755,79,0,0
17394.0,1795,754,79,0,0
17394.0,1794,754,79,0,0
17394.0,1793,754,79,0,0
17394.0,1793,754,79,0,0
17394.0,1792,753,79,0,0
17394.0,1791,753,79,0,0
17394.0,1790,752,79,0,0
17394.0,1790,752,79,0,0
17394.0,1788,751,79,0,0
17394.0,1787,751,79,0,0
17394.0,1786,751,79,0,0
17394.0,1786,750,79,0,0
17394.0,1785,750,79,0,0
17394.0,1785,750,79,0,0
17394.0,1785,750,79,0,0
17394.0,1783,749,79,0,0
17394.0,1781,748,79,0,0
17394.0,1780,748,79,0,0
17394.0,1779,747,79,0,0
17394.0,1778,747,79,0,0
17394.0,1777,746,79,0,0
17394.0,1777,746,79,0,0
17394.0,1775,745,79,0,0
17394.0,1774,745,79,0,0
17394.0,1774,745,79,0,0
17394.0,1773,744,79,0,0
17394.0,1772,744,79,0,0
17394.0,1771,743,79,0,0
17394.0,1770,743,79,0,0
17394.0,1768,742,79,0,0
17394.0,1765,740,79,0,0
17394.0,1761,738,79,0,0
17395.0,1760,734,67,0,0
17395.0,1761,738,67,0,0
17396.0,1761,738,0,0,0
17396.0,1761,738,0,0,0
17397.0,1761,738,79,0,0
17397.0,1761,738,79,0,0
17398.0,1761,738,79,0,0
17398.0,1760,738,79,0,0
17399.0,1760,738,0,0,0
17399.0,1759,734,0,0,0
17399.0,1759,734,0,0,0
17400.0,1760,738,79,0,0
17400.0,1760,737,79,0,0
17401.0,1675,657,58,0,0
17401.0,1675,657,58,0,0
17401.0,1675,657,58,0,0
17401.0,1675,657,58,0,0
17401.0,1675,657,58,0,0
17401.0,1675,657,58,0,0
17401.0,1676,657,58,0,0
17401.0,1676,657,58,0,0
17401.0,1676,657,58,0,0
17401.0,1676,657,58,0,0
17401.0,1676,657,58,0,0
17401.0,1676,657,58,0,0
17401.0,1676,657,58,0,0
17401.0,1677,657,58,0,0
17401.0,1677,657,58,0,0
17401.0,1677,657,58,0,0
17401.0,1677,657,58,0,0
17401.0,1677,657,58,0,0
17401.0,1677,657,58,0,0
17401.0,1677,656,58,0,0
17401.0,1677,656,58,0,0
17401.0,1677,656,58,0,0
17401.0,1677,656,58,0,0
17401.0,1677,656,58,0,0
17402.0,1676,655,57,0,0
17402.0,1675,657,57,0,0
17403.0,1674,654,58,0,0
17403.0,1674,654,58,0,0
17403.0,1674,654,58,0,0
17403.0,1673,654,58,0,0
17403.0,1673,654,58,0,0
17403.0,1673,654,58,0,0
17403.0,1673,654,58,0,0
17403.0,1673,655,58,0,0
17403.0,1673,655,58,0,0
17403.0,1673,655,58,0,0
17403.0,1673,655,58,0,0
17403.0,1673,655,58,0,0
17403.0,1673,655,58,0,0
17403.0,1674,655,58,0,0
17403.0,1674,656,58,0,0
17403.0,1674,656,58,0,0
17403.0,1674,656,58,0,0
17403.0,1674,656,58,0,0
17403.0,1674,656,58,0,0
17403.0,1674,656,58,0,0
17403.0,1674,656,58,0,0
17403.0,1674,656,58,0,0
17403.0,1674,657,58,0,0
17403.0,1675,657,58,0,0
17403.0,1675,657,58,0,0
17404.0,1754,723,56,0,0
17404.0,1743,722,56,0,0
17405.0,1743,722,56,0,0
17405.0,1744,718,56,0,0
17406.0,1731,711,61,0,0
17406.0,1736,704,61,0,0
17407.0,1674,654,58,0,0
17407.0,1673,654,58,0,0
17407.0,1668,652,58,0,0
17407.0,1668,651,58,0,0
17408.0,1668,651,53,0,0
17408.0,1669,648,53,0,0
17408.0,1670,643,53,0,0
17408.0,1670,639,53,0,0
17408.0,1670,633,53,0,0
17409.0,1689,672,53,0,0
17409.0,1698,675,53,0,0
17410.0,1691,666,69,0,0
17410.0,1690,668,69,0,0
17410.0,1689,671,69,0,0
17410.0,1689,672,69,0,0
17411.0,1780,750,64,0,0
17411.0,1779,750,64,0,0
17411.0,1769,744,64,0,0
17411.0,1765,742,64,0,0
17411.0,1762,741,64,0,0
17412.0,1761,738,66,0,0
17412.0,1761,739,66,0,0
17412.0,1762,741,66,0,0
17413.0,1704,682,61,0,0
17413.0,1703,681,61,0,0
17413.0,1698,679,61,0,0
17413.0,1696,679,61,0,0
17414.0,1696,679,67,0,0
17414.0,1697,678,67,0,0
17414.0,1698,675,67,0,0
17414.0,1698,675,67,0,0
17415.0,1600,588,64,0,0
17415.0,1601,588,64,0,0
17415.0,1614,587,64,0,0
17416.0,1600,588,64,0,0
17416.0,1599,578,64,0,0
17416.0,1599,576,64,0,0
17417.0,1762,741,0,0,0
17417.0,1762,742,0,0,0
17418.0,1762,742,66,0,0
17418.0,1760,738,66,0,0
17419.0,1726,708,56,0,0
17419.0,1731,711,56,0,0
17420.0,1726,708,56,0,0
17420.0,1731,701,56,0,0
17421.0,1735,716,55,0,0
17421.0,1736,717,55,0,0
17421.0,1744,718,55,0,0
17422.0,1735,716,56,0,0
17422.0,1735,716,56,0,0
17422.0,1741,709,56,0,0
17422.0,1741,707,56,0,0
17423.0,1814,786,64,0,0
17423.0,1814,791,64,0,0
17424.0,1777,756,53,0,0
17424.0,1780,750,53,0,0
17425.0,1722,705,56,0,0
17425.0,1726,708,56,0,0
17426.0,1722,705,56,0,0
17426.0,1727,698,56,0,0
17427.0,1801,780,65,0,0
17427.0,1815,782,65,0,0
17428.0,1801,780,65,0,0
17428.0,1804,776,65,0,0
17429.0,1743,725,0,0,0
17429.0,1748,726,0,0,0
17429.0,1752,727,0,0,0
17430.0,1743,725,56,0,0
17430.0,1743,722,56,0,0
17431.0,1586,578,66,0,0
17431.0,1588,577,66,0,0
17431.0,1598,577,66,0,0
17431.0,1599,576,66,0,0
17432.0,1586,571,64,0,0
17432.0,1586,572,64,0,0
17432.0,1586,576,64,0,0
17432.0,1586,578,64,0,0
17433.0,1720,704,56,0,0
17433.0,1722,705,56,0,0
17434.0,1683,670,51,0,0
17434.0,1689,672,51,0,0
17435.0,1683,670,57,0,0
17435.0,1687,660,57,0,0
17435.0,1687,659,57,0,0
17436.0,1573,565,63,0,0
17436.0,1574,565,63,0,0
17436.0,1584,564,63,0,0
17436.0,1585,564,63,0,0
17437.0,1573,565,64,0,0
17437.0,1573,564,64,0,0
17437.0,1572,558,64,0,0
17438.0,1742,726,66,0,0
17438.0,1743,726,66,0,0
17438.0,1745,727,66,0,0
17438.0,1746,728,66,0,0
17438.0,1748,728,66,0,0
17438.0,1749,729,66,0,0
17438.0,1751,730,66,0,0
17438.0,1759,734,66,0,0
17439.0,1742,726,66,0,0
17439.0,1743,725,66,0,0
17440.0,1639,600,61,0,0
17440.0,1639,601,61,0,0
17440.0,1637,605,61,0,0
17440.0,1635,608,61,0,0
17440.0,1634,610,61,0,0
17440.0,1634,612,61,0,0
17440.0,1633,614,61,0,0
17440.0,1633,617,61,0,0
17440.0,1633,621,61,0,0
17440.0,1633,623,61,0,0
17441.0,1742,727,66,0,0
17441.0,1742,726,66,0,0
17442.0,1668,651,58,0,0
17442.0,1667,651,58,0,0
17442.0,1661,650,58,0,0
17443.0,1661,632,65,0,0
17443.0,1661,632,65,0,0
17443.0,1661,633,65,0,0
17443.0,1661,633,65,0,0
17443.0,1661,637,65,0,0
17443.0,1662,642,65,0,0
17443.0,1662,646,65,0,0
17443.0,1661,650,65,0,0
17444.0,1633,614,63,0,0
17444.0,1633,615,63,0,0
17444.0,1632,614,63,0,0
17444.0,1631,614,63,0,0
17444.0,1629,614,63,0,0
17444.0,1628,614,63,0,0
17444.0,1627,614,63,0,0
17444.0,1625,615,63,0,0
17444.0,1624,615,63,0,0
17445.0,1618,602,66,0,0
17445.0,1624,615,66,0,0
17446.0,1610,603,76,0,0
17446.0,1612,595,76,0,0
17446.0,1614,589,76,0,0
17446.0,1614,587,76,0,0
17447.0,1696,679,61,0,0
17447.0,1694,678,61,0,0
17447.0,1688,676,61,0,0
17447.0,1687,676,61,0,0
17448.0,1689,672,69,0,0
17448.0,1689,672,69,0,0
17448.0,1688,674,69,0,0
17448.0,1687,676,69,0,0
17449.0,1678,668,51,0,0
17449.0,1683,670,51,0,0
17450.0,1682,657,57,0,0
17450.0,1678,668,57,0,0
17451.0,1763,750,53,0,0
17451.0,1777,756,53,0,0
17452.0,1763,750,65,0,0
17452.0,1762,742,65,0,0
17453.0,1572,558,59,0,0
17453.0,1571,558,59,0,0
17453.0,1565,559,59,0,0
17453.0,1564,559,59,0,0
17453.0,1562,560,59,0,0
17454.0,1776,763,53,0,0
17454.0,1776,758,53,0,0
17454.0,1777,756,53,0,0
17455.0,1618,602,68,0,0
17455.0,1615,603,68,0,0
17455.0,1610,605,68,0,0
17455.0,1609,605,68,0,0
17456.0,1609,605,76,0,0
17456.0,1609,604,76,0,0
17456.0,1610,603,76,0,0
17456.0,1610,603,76,0,0
17457.0,1687,676,61,0,0
17457.0,1682,674,61,0,0
17457.0,1681,674,61,0,0
17458.0,1681,674,57,0,0
17458.0,1683,670,57,0,0
17459.0,1732,722,56,0,0
17459.0,1734,718,56,0,0
17459.0,1735,716,56,0,0
17460.0,1813,799,70,65,0
17460.0,1844,801,70,65,0
17461.0,1814,791,64,0,0
17461.0,1813,799,64,0,0
17462.0,1573,572,64,0,0
17462.0,1574,572,64,0,0
17462.0,1585,571,64,0,0
17462.0,1586,571,64,0,0
17463.0,1573,572,64,0,0
17463.0,1573,571,64,0,0
17463.0,1573,567,64,0,0
17463.0,1573,565,64,0,0
17464.0,1798,785,64,0,0
17464.0,1814,786,64,0,0
17465.0,1798,785,65,0,0
17465.0,1801,780,65,0,0
17466.0,1719,710,56,0,0
17466.0,1719,710,56,0,0
17466.0,1722,705,56,0,0
17467.0,1722,714,56,0,0
17467.0,1723,713,56,0,0
17467.0,1726,708,56,0,0
17468.0,1670,665,51,0,0
17468.0,1678,668,51,0,0
17469.0,1675,657,57,0,0
17469.0,1674,657,57,0,0
17469.0,1670,665,57,0,0
17470.0,1719,710,56,0,0
17470.0,1719,711,56,0,0
17470.0,1722,714,56,0,0
17470.0,1722,714,56,0,0
17471.0,1726,718,68,0,0
17471.0,1741,707,68,0,0
17472.0,1726,718,61,0,0
17472.0,1728,715,61,0,0
17472.0,1731,711,61,0,0
17473.0,1722,714,56,0,0
17473.0,1723,715,56,0,0
17473.0,1725,717,56,0,0
17473.0,1726,718,56,0,0
17474.0,1726,718,67,0,0
17474.0,1727,719,67,0,0
17474.0,1730,721,67,0,0
17474.0,1731,722,67,0,0
17474.0,1732,723,67,0,0
17474.0,1733,723,67,0,0
17474.0,1739,726,67,0,0
17474.0,1740,727,67,0,0
17474.0,1741,727,67,0,0
17474.0,1743,728,67,0,0
17474.0,1745,729,67,0,0
17474.0,1747,730,67,0,0
17475.0,1791,780,65,0,0
17475.0,1801,780,65,0,0
17476.0,1791,780,64,0,0
17476.0,1802,761,64,0,0
17477.0,1735,680,53,0,0
17477.0,1716,709,53,0,0
17478.0,1545,548,62,0,0
17478.0,1549,547,62,0,0
17478.0,1550,547,62,0,0
17478.0,1552,547,62,0,0
17478.0,1553,547,62,0,0
17479.0,1681,674,61,0,0
17479.0,1680,673,61,0,0
17479.0,1677,672,61,0,0
17479.0,1676,672,61,0,0
17480.0,1678,668,57,0,0
17480.0,1676,672,57,0,0
17481.0,1687,676,69,0,0
17481.0,1686,677,69,0,0
17481.0,1685,680,69,0,0
17481.0,1684,681,69,0,0
17482.0,1562,566,63,0,0
17482.0,1565,566,63,0,0
17482.0,1571,565,63,0,0
17482.0,1573,565,63,0,0
17483.0,1562,560,58,0,0
17483.0,1563,566,58,0,0
17483.0,1562,566,58,0,0
17484.0,1768,761,53,0,0
